,reviews_raw,language,reviews
126,"Oportunidades geradas por muitas mudanças, muita gente boa disposta a ajudar, grandes marcas, parque fabril impressionante, pessoas apaixonadas pelo que fazem (apesar dos últimos tempos terem sido difíceis).",p,"Opportunities generated by many changes, lots of good people willing to help, great brands, impressive manufacturing park, people passionate about what they do (although the times have been difficult)."
127,"Estabilidade, bastante oportunidade de aprendizado e projetos. Cadeia produtiva extensa, envolvendo muitas áreas que contribui para o aprendizado.",p,"Stability, plenty of learning opportunities and projects. Extensive productive chain, involving many areas that contributes to learning."
128,"tem ótimos benefícios e plano de saúde excelente, ticket alimentação, vale transporte, restaurante no local, hora extra, assitencia medica no local",p,"has excellent benefits and excellent health plan, food ticket, transportation voucher, restaurant on site, overtime, on-site medical assistance"
129,"bom local para se desenvolver profissionalmente, equipes altamente qualificadas e de caráter internacional, ambiente agradável mas bastante competitivo",p,"good place to develop professionally, highly qualified teams and international character, pleasant but very competitive environment"
130,"O salário, os benefícios, as promoções, os cursos e as capacitações.",p,"The salary, the benefits, the promotions, the courses and the qualifications."
131,Learning process in a fast pace,e,Learning process in a fast pace
132,"Carrera rapida y agresiva si se cumplen con los objetivos. Es una meritocracia hecha y derecha. Si das los resultados creces, si no los das estás fuera",p,"Fast and aggressive race if the objectives are met. It is a meritocracy done and right. If you give the results you grow, if you do not give them you are out"
133,"Empresa boa em se tratando de benefício, pois possui plano de saúde, odontológico, vale alimentação e plano de previdência privada caso o funcionário opte.",p,"Good company when it comes to benefit, since it has a health plan, dental, food stamps and private pension plan if the employee opts."
134,Oportunidades oferecidas internamente . Crescimento profissional. Conhecimento através de capacitação profissional oferecidas pela empresa,p,Opportunities offered internally. Professional growth. Knowledge through professional qualification offered by the company
135,Marcas das empresas são líderes e são o que mantém ela Benefícios são muito bons Plano de saúde Veículos Previdência privada Abrangência nacional e internacional,p,Brands of companies are leaders and are what maintains them Benefits are very good Health plan Vehicles Private pension coverage National and international coverage
136,Possibilidade de participar de projetos especiais inclusive fora do Brasil e vejo muita gente mudar de área com facilidade independente da formação acadêmica.,p,Possibility of participating in special projects including outside Brazil and I see many people change the area with ease regardless of academic background.
137,"Possibilidade de crescimento, ampla possibilidades de campo de atuação, cadeia complexa que lhe possibilita um grande leque de oportunidades para novos aprendizados",p,"Possibility of growth, wide possibilities of field of action, complex chain that allows a wide range of opportunities for new learning"
138,"Profissionais de qualidade, apesar da dificuldade em seguir orientações hierárquicas, independente do nível (de auxiliares/assistentes a diretores).",p,"Quality professionals, despite the difficulty in following hierarchical guidelines, regardless of the level (of assistants / assistants to directors)."
139,"La exigencia para bien que tiene la empresa que te hace tratar de mejorar dia a dia, y buscar alternativas diferentes para poder desarrollar el trabajo lo mejor posible.",p,"The requirement for good that has the company that makes you try to improve day by day, and look for different alternatives to be able to develop the work as best as possible."
140,crescimento na carreia. bons beneficios. qualidade de vida ~,p,growth in the road. good benefits. quality of life ~
141,"Benefícios, pessoal amigo, fardamento, plano de saude, plr, excelente referência no currículo, equipamentos de proteção individual, vale refeição.",p,"Benefits, personal friend, uniforms, health plan, plr, excellent reference in the curriculum, personal protective equipment, meal voucher."
142,Empresa com forte senso de do it yourself e da autonomia de solucoes e melhorias aos colabs. Tambem tem uma gestao de melhoria contínua excelente,p,Company with strong sense of do it yourself and the autonomy of solutions and improvements to colabs. It also has excellent continuous improvement management
143,"Autonomia, os funcionários tem o direito de expressar suas ideias e agir sem fortes barreiras por cargos. Facilidade de mobilidade entre areas",p,"Autonomy, employees have the right to express their ideas and act without strong barriers on charges. Ease of mobility between areas"
144,"Empresa com boas perspectivas para crescimento, grande qualidade em seus produtos e com benefícios e ferramentas de trabalhos superiores ao demais concorrentes",p,"Company with good perspectives for growth, great quality in its products and with benefits and tools of work superior to the other competitors"
